entity1,relationship,entity2
Sansa,passes,Brienne
Cersei Lannister,passes,Great Sept
Iron Throne,passes,Winterfell
Eddard Stark,passes the sentence must swing,Robb
Tyrion,passes the time by engaging,Missandei
Eddard,passing,Hound
Tommen,past the,Kingsguard
Maester Aemon,patched,Jon
Tyrion Lannister,pay,Lord
Locke,pay,Locke
Baelor,pay,Tywin
Locke,pay whatever ransom he wants,Locke
Robb,pays,Bran
Melisandre,pays,Riverlands
Qyburn,peels,Locke
Qhorin,per,Qhorin
Loras,per the,Tyrell
Lommy Lommy,picks,Gendry
Daenerys,picks,Ser Jorah
Styr,picks,Jon
Melisandre,piercing stare clearly making,Jon
Tyrion,piques,Bronn
Meereen,pirates will avoid,Valyria
Tyrion,place,North
Hodor,places,Bran
Podrick Podrick,plan,Brienne
Lannisters,plan to conspire,Robert
Jojen Reed,plan to cross,Wall
Sansa,planned,Joffrey
High Sparrow,planned to make,Margaery
Ser Kevan,planning to engage,Stark
Harrenhal,planning to eventually reach,Red Fork
Sam,plans to assassinate,Mance Rayder
Ramsay,plans to assault,Moat Cailin
Seven Kingdoms,plans to leave,Castle Black
Tyrion,plans to mistreat,Sansa
Lord Tywin Lannister,plans to oppose,Starks
Dagmer Cleftjaw,plans to raid,Torrhen
Lysa Arryn,plans to ransom,Arya
Robb,plans to relieve,Winterfell
Stannis,plans to take,Iron Throne
Jon,plans to turn,Stannis
Viserys,plans to win,Drogo
Olenna,played,Joffrey
Sansa,playing,Robb
Five Kings,playing,Baratheons
Arya,playing,Cersei
Margaery,plays,Sansa
Eddard,plays,Sansa
Yarwyck,pleads,Jon
Shae,pleads to stay,Tyrion
Daenerys,please,Drogo
Dothraki,pleases,Bran
House Mormont,pledge,Stannis
Tywin,plotting to wed,Sansa
Brienne,pointing out that there is,Arya
Tyrion,points,Myrcella
Margaery,points,Sansa
Edmure Tully,points,Frey
Brienne,points,Pod
Eddard,points out that Stannis is,Renly
Melisandre,points out that he broke,Snow
Gendry,points out that he has,Robb Stark
Jaime,points out to Locke,Brienne
Janos Janos,points out to Thorne,Jon
Lannister,poised to invade,Riverlands
Iron Throne,poison,Tommen
Jaqen,poison,Lady Crane’s
Oberyn Martell,poisoning,Ser Gregor
Sansa,poses,Shae
Tywin,positioned,King
Jojen,possessed,Greensight
Rast,pounds,Mormont
Joffrey,pour,Dontos
Joffrey,pours,Tyrion
Arya Stark,practicing her water dancing,Sandor Clegane
Sam,praises,Daenerys
Kingsroad,pray,Joffrey
High Sparrow,predates,Great Sept
Tyrion,predicts,Stannis
Jeor,predicts that whatever it was,Jon
Eddard,prefer to stay,Winterfell
Silent Sisters,prepare,Queen Cersei Lannister
Robb,prepare,North
Daenerys,prepare,Drogo
Viserys,prepares,Daenerys
Sandor Clegane,prepares to fight,Beric Dondarrion
Jon,prepares to leave,Castle Black
Stannis,prepares to march,Winterfell
Boltons,preparing to betray,Starks
Joffrey,preparing to shove,Sandor Clegane
Brienne,presented,Queen Margaery
Lord Lord,presents,Robert
Cersei,presents,Sansa
Locke,presents,Brienne
Kingsguard,presents,Valyrian
Roose,presents,Ramsay
Sansa,presents,Jon
Yunkai,pressing on to retake,Westeros
Arya,pressures,Jaqen H'ghar
Robb Stark,presumed,Winterfell
Arya,presumed dead since she disappeared,Ned
Joffrey,pretends to take,Mycah
Tommen,prevent anyone else from trying,Kevan
Meereenese,prevent them from killing,Drogon
Greyjoy,preventing,Bolton
Sansa,proceed to marry,Robin
Lysa,proceeds to explain,Moon Door
Melisandre,proclaims,Stannis
Stannis,proclaims,Eddard
Lancel,proclaims,Loras
Tywin Lannister,produced,Tyrion Lannister
Gilly,promised,Janos Slynt
Jon,promised she would urge,Eddard
Sansa,promised to marry,Myranda
Joffrey,promised to rape,Sansa
Sam,promises,Gilly
Daenerys,promises,Ser Barristan
Tywin,promises to arrange,Oberyn
Gilly,promises to follow,Samwell
Osha,promises to look,Rickon
Mirri Mirri,promises to save,Drogo
Catelyn,promising to avenge,Eddard
Strong,prompts,Olenna
Robb,pronounces,Lord Rickard
Jon,proposes,Mance
Ramsay Ramsay,proposes,Balon Greyjoy
Mance,proposes that they drink,Jon
Sansa,proposes they take,Winterfell
Tyrion,protect,Sansa
Jaime,protect,Brienne
Roose,protected,King
Tyrion Lannister,protecting,Sansa
Cersei,protests she is,Queen Regent
Davos,protests this saying,Renly
Tyrion,prove,Shae
Jon,proves,Qhorin
Jon,proves,Robb
Dany,proves,Khaleesi
Podrick,proves to be,Brienne
Balon,provoked,Northerners
Jaime Jaime,provokes,Brienne
Ghost,pulls,Sam
Jorah,pulls,Tyrion
Bronn,punched,Trystane
Craster,punches,Craster
Brynden Brynden,punches,Karstark
Mountain,punish,Riverlands
Ser Alliser Thorne,punish,Jon
Bronn,punish him for simply following,Jaime
Daenerys,purchase,Unsullied
Daenerys,purchase,Unsullied
Podrick Payne,pursuing,Sansa Stark
Gregor,pushed,Sandor
Stone Mill,pushed,Lannister
Jaime Lannister,pushed,Brandon
Hodor,pushes,Bran
Robert,put,Balon Greyjoy
Queen,put,Joffrey
Sam,put,Jon Snow
Thoros,puts,Arya
Catelyn,putting,Balon
Jaime,putting,Brienne
Valyrian,putting,Kraznys
Jory Cassel,question,Jon Arryn
Mycah,question,Joffrey
Arya,questioning,Lord Eddard
Lord Lord,questions,Jon
Brienne,questions,Podrick
Melisandre,quite firmly take,Stannis
Tyrion,quizzes,Bronn
Dothraki,raid,Lhazar
Prince Doran Martell,raise,Dorne
Robb,rallies,Tywin Lannister
Daenerys,rally,Dothraki
Starks,rally,Bran
Winterfell,rally,North
Hound,ran,Mycah
Karl,rape,Meera
Aegon,raped and killed,Elia
Gregor,raped and killed,Elia
Elia,raping,Elia
Eddard,ravaging,Riverlands
Red Waste,reach,Qarth
Sam,reach,Wall
Great Masters,reach,Dany
Slaver,reach,Meereen
Jon,reach,Stannis
Kingsroad,reaches,Crossroads Inn
Amory Lorch,reaches,Tywin
Mance,reaches,Craster
Rast,reaches,Ghost
First Men,reaching,Wall
Qhorin,reacts,Jon
Tyrion,read,Shae
Gilly,read,Castle Black
Bolton,read,Littlefinger
Davos,read,Shireen
Shireen,read to Davos,Conqueror
Balon Greyjoy,reads,Lord Bolton
Maester Maester,reads,Slaver
Yara Yara,reads,Balon Greyjoy
Gilly,realize,Craster
Brienne,realize that the girl is,Arya
Eddard,realizes,Robert
Eddard,realizes,Gendry
Littlefinger,realizes,Lord Eddard
Jon,realizes,Jeor
Tyrion,realizes,Sansa Stark
Varys,realizes,Littlefinger
Tyrion,realizes,Cersei
Tyrion,realizes,Sansa
Aemon,realizes,Jon
Varys,realizes,Tyrion
Jon,realizes it was,Sam
Jaime Lannister,reanimated,Ser Gregor Clegane
Sam,reassures,Olly
Westeros,rebelled,Aerys
Ralf Kenning,rebuffs the offer made,Ramsay
Jaime,recalls,Aerys
Ramsay,recapture,Sansa
North,receive,Theon
Bronn,receive,Lollys
Lady Catelyn,receive him and concludes,Catelyn
Jon,received,Lady Lyanna Mormont
Robb,receives,Sansa
Arya,receives,Jaqen
Jon,receives,Ramsay Bolton
Olenna,receives a letter bearing,Petyr Baelish
Sansa Sansa,receives a message bearing,House Baelish
Eyrie,receiving,Lysa Arryn
Grenn,reciting,Night's Watch
Westeros,reclaim,Iron Throne
Varys,reclaim,Slaver
Daenerys,reclaims,Iron Throne
Arya,recognizes,Polliver
Hound,recognizes,Hound
Brienne,recognizes,Davos
Bran,recognizing,Bran
Littlefinger,recommends,Sansa
Dany,reconcile her desire to conquer,Westeros
Sansa,recounts,Joffrey
Jon,recovered,Catelyn
Davos,recruit,Salladhor Saan
Davos,recruits,Lysene
Renly,redirect,Joffrey
Balon Greyjoy,reduced to playing,Winterfell
Catelyn,referencing,Jaime
Yara,referring to the box containing,Theon
Mero,refuse,Daenerys
Tyrion,refuses,Tywin
Cersei,refuses,Tywin
Slynt,refuses,Jon
Daenerys,refuses,Hizdahr
Davos,refuses,Ser Alliser Thorne
Sansa,refuses,Littlefinger
Tywin,refuses to believe,Tyrion
Tywin,refuses to budge,Cersei
Eddard,refuses to dishonor,Robert
Tyrion,refuses to force,Sansa
Ygritte,refuses to listen,Jon
Tyrion,refusing to testify,Tyrion
Arya,regains,Hound
Tyrion,regains composure and asks,Tyrion
Stannis,regard,Jon
Tywin,regarding,Robb
Light,regarding,Stannis Baratheon
Harald Karstark,regarding what to do,Sansa
Olenna,regards,Cersei
Hand,rein,Queen Regent Cersei
Mormont,reinstates,Jon
Jon,reiterates,Night's Watch
Ned Stark,rejected,Renly
Tycho Nestoris,rejects,Davos
Qohor,rejoin them before they reach,Vaes Dothrak
Sansa,relates,King
Jorah,relates to the mercy shown,Eddard Stark
Castamere,relating how it refers,House Reyne
Daenerys,relays,Khal Drogo
Jon,relays,Mance
Joffrey,release,Sansa
Cersei,release,Grand Maester Pycelle
Lannisters,release,Jaime Lannister
Queen Cersei,release,Sansa Stark
Ramsay,releases,Yara
Lysa,releases,Sansa
Beric,releasing,Sandor
Cersei,releasing,Loras
Sparrows,releasing,Margaery
Ser Rodrik Cassel,relieve,Torrhen
Bronn,relieved,Bronn
Davos Seaworth,relieved and quickly helps,Jon
Stannis,relinquishes,Stannis
Tyrion,reloads,Tywin
Robb,remain,Winterfell
Hand,remain,Tommen
Daenerys,remain,Jorah
Prince Doran,remained,Sunspear
Rhaegar,remained,Rhaegar
Jorah,remaining,Dothraki
Blackfish,remaining,Tully
White Walker,remaining,Children
Bowen Marsh,remaining black brothers stationed,Castle Black
Osha,remains,Meera
Astapor,remains,Daenerys
Theon,remains,Ramsay
Arya,remains frozen and staring,Ser Meryn
Eddard,remarking,Hand
Tyrion,remarking,Eddard Stark
Robb,remember his vow to wed,House Frey
Missandei,remember that she saw,Naath
Areo,remembers how to uses,Areo
Jon,remembers the promise he made,Jeor Mormont
Wall,reminding,Jon
Jojen,reminding,Bran
Eddard,reminds,House Targaryen
Seven Kingdoms,reminds,Conqueror
Catelyn,reminds,Stannis
Tywin,reminds,Joffrey
Tyrion,reminds,Tywin
Tyrion,reminds,Sansa
Podrick,reminds,Brienne
Lollys,reminds,Bronn
Sapphire Isle,reminds,Brienne
Sansa,reminds,Theon Greyjoy
Tyrion,reminds,Meereen
Royce,reminds,Baelish
Petyr,reminds,Robin
Daenerys,reminds,Khal Drogo
Jaime,reminds her that she killed,Stark
Robin,reminds him never to reveal,Sansa
Doran,reminisce,Oberyn
Sansa,removes,Tyrion
First Men,rendezvous with the experienced,Qhorin Halfhand
Daenerys,reopen the fighting,Meereen
Tobho Mott,repaid Gendry by selling,Night's Watch
Iron Bank,repay,Iron Bank
Tyrion,repay,Iron Bank
Faith,repeal the law and allow,Faith Militant
Olenna,repeat what she says,Sansa
Hand,replace,Jon Arryn
Freys,replace,Tullys
Waif,replaced,Jaqen H'ghar
North,replacing,Starks
Styr,replies,Ygritte
High Sparrow,replies,Cersei
Jon,replies he saw,Melisandre
Castle Black,replies she will do,Jon Snow
Brienne,replies that she is,Lady Stark
Lancel,report,Cersei
Small Council,report,Tywin
Robert,reporting,Varys
Grey Grey,reports,Drogon
Jeor,reprimands,Jon
North,repulse,Greyjoys
Cersei,repulsed,Stannis
Cersei,requests,Sansa
Robb Stark,requests,Jaime
Brienne,requests,Margaery
Tyrion,requests,Jaime
Seven Kingdoms,requires,Tommen
Catelyn,rescue,Sansa
Dreadfort,rescue,Theon
Winterfell,rescue,Sansa
Samwell Samwell,rescues,Craster
Arya,rescues,Jaqen H'ghar
Tyrion,rescues,Missandei
Dornish,resisted,Aegon Targaryen
Sam,resolute in keeping,Gilly
Jon,resolves to take,Ramsay
Tywin,respond to this shocking,Tywin
Eddard,responds,Joffrey
Jorah,responds,Rhaegar
Jon,responds,Mance
Jaqen H'ghar,responds,Arya
Drogo,responds that he will give,Viserys
Gregor Clegane,restore,Robert
Daenerys,restore,Fennesz
Illyrio Mopatis,restore,House Targaryen
Maester,restored,Lord Tywin
Robert,restores,Eddard
Tyrion,restrain,Joffrey
Mormont,restrains,Rast
Tormund,restrains,Ygritte
Karstarks,resulting,Robb
Daenerys,resume,Meereen
Narrow Sea,retake,Iron Throne
Stannis,retaking,Winterfell
Balon Greyjoy,retook,Deepwood Motte
Sansa,retorts,Robb
Robb,retorts,Edmure
Ramsay,retorts that he already sent,Balon
Mormont,retreat,Wall
Stannis,retreat,Castle Black
Jon,retrieves,Longclaw
Drogo,return,Westeros
Gared,return,Castle Black
Sam,return,Castle Black
Spice King,return,Westeros
Jorah,return,Westeros
Steelshanks,return,Harrenhal
Kingsguard,return,Casterly Rock
Jon,return,Craster
Arya,return,Jaime Lannister
Pentos,return,King
Davos,return,Castle Black
Myrcella,return,King
Meereen,return,Daenerys
Martells,return,King
Will,return to warn,Castle Black
Stannis,returned,Melisandre
Wall,returning,King
Sandor,returning,Beric
Cersei,returning,King
House Bolton,returning,North
Robb,returns,North
Tyrion,returns,Sansa
Jaime,returns,Ellaria
Arya,returns,Black
Arya,returns,Black
Tyrion,returns,Varys
Edd,returns,Tormund Giantsbane
Alton Lannister,returns as an envoy giving,Queen Cersei
Jorah,returns to Yezzan,Qaggaz
Jon,reunites,Samwell Tarly
Arya,revealed to be,Melisandre
Meera,revealed to be,Samwell Tarly
High,revealing that he also knows,Common Tongue
Myranda,revealing that she knows,Ramsay
Varys,revealing that she knows,Varys
Daenerys,reveals,Drogon
Melisandre,reveals,Gendry
Varys,reveals,Tyrion
Cersei,reveals,Dorne
Baelish,reveals,Sansa
Sansa,reveals,Brynden
Podrick,reveals how he killed,Ser Mandon Moore
Littlefinger,reveals that he already knows,Varys
Smalljon,reveals that he has,Ramsay
Bronn,reveals that he heard,Tyrion
Myrcella,reveals that she knows,Jamie
Selyse,reveres and is,Lord
Thoros,reviving,Beric
Daenerys,ride,Free City
Davos,ride,Mance
Hound,rides,Frey
Renly,riding a mount resembling,Loras
Arya Stark,riding away while carrying,Frey
Seven Kingdoms,ring out to commemorate,Lord Jon Arryn
North,rise,Osha
Walder,rises to make,Robb
Mazins,rival,Sansa
Drogon,roar,Razdal
Sam,roars,Pyp
Rhaegar,rode,Elia Martell
Varys,rolls,Littlefinger
Karl,rounds,Jon
Harpy,routed,Daario
Ser Davos,rows,Melisandre
Bronn,rows,Jaime
Realm,rule,Joffrey
Tyrion,rule,King
Doran Martell,ruling,Dorne
Sansa,run,Ramsay
Daario,run,Akho
Mycah,runs,Arya
Arya,runs,Amory
Sam,runs,Craster
Meera,runs,Bran
Brandon,runs,Myranda
Arya,runs to find,Jaqen H'ghar
Bran,runs to follow,Eddard
Sam,rushes,Gilly
Jon Jon,rushes,Thorne
Jon,rushes,Sansa
Unsullied,sack,Astapor
Melisandre,sacrifice,Gendry
Craster,sacrifices,White Walkers
Stannis,sacrificing,Stannis
Robb,said,Karstarks
Mance,said,Night's Watch
Daenerys Targaryen,sail,Slaver
Dany,sails,Slaver
Thorne,sanctions his mission but tells,Jon
Tyrion,satisfy,Cersei
Pycelle,save,Jon Arryn
Bronn,save,Hound
Wall,save,Castle Black
Mad King,save,King
Stannis,save,Westeros
Tywin,save,Tyrion
Stannis,save,Shireen
Joffrey,saves,Sansa
Tywin,saving,Gendry
Tyrion,saving,Sansa
Orell,saving,Ygritte
Craster,saw,Craster
Bran,saw,Jon Snow
Cersei,saw,Jaime
Tyrion,saw it sail,Bronn
Sam,say,Night
Waif,say,Meryn
Trystane,say,Martells
Ned Stark,say,Rickard Stark
Greatjon,saying,Greatjon
Jon,saying,Thorne
Jaime,saying,Tyrion
Lysa,saying,Littlefinger
North,saying he hates,Starks
Roose Bolton,saying he killed,Robb
Slynt,saying he will do,Jon
Joffrey,saying the boy means,Tyrion
Lysa,says,Jon Arryn
Robb Robb,says,Jon
Jon,says,Bran
Eddard,says,Catelyn
Eddard,says,Tyrion
Robb,says,Bran
Joffrey,says,Selmy
Lord Lord,says,Baelor
Lancel,says,Cersei
Sansa,says,Jaime Lannister
Ygritte,says,Jon
Jorah,says,Dothraki
Bran,says,Howland
Jojen,says,Howland
Lady Lady,says,Mace
Barristan,says,Rhaegar
Mance,says,Mormont
Tywin,says,Roose
Locke,says,Jaime
Dondarrion,says,Brotherhood
Jorah,says,Barristan
Lord Rickard,says,Robb
Robb,says,Tywin Lannister
Melisandre,says,Brotherhood
Tywin,says,Daenerys
Lord Lord,says,Prince Doran
Aemon,says,Wall
Meera Reed,says,Bran
Tyrion,says,Shae
Oberyn,says,Elia
Jon,says,Aemon
Tormund,says,Ygritte
Meera,says,Jojen
Meera,says,Jojen
Bronn,says,Jaime
Jon,says,Stannis
Tyrion,says,Jorah
Euron,says,Balon
Bowen,says,Jon
Jon,says,Edd
Kevan,says,Tommen
Ramsay Bolton,says,Rickon Stark
Raven,says,Bran
Jaime,says he 'll kill,Qyburn
Tyrion,says he can not go,Tywin
Robb,says he can stay,Tyrion
Jaime,says he does,Doran
Baelish,says he hopes,Tyrion
Mance,says he is,Jon
Theon,says he is,Torrhen Karstark
Orell,says he saw,Fist
Tyrion,says he thought,Jorah
Ramsay,says his name is,Reek
Daenerys,says his name will be,Rhaego
Jorah,says it is,Tywin Lannister
Tyrion,says it should be,Tyrion
Olly,says nothing and glares,Jon
Sansa,says she already has,Jon Snow
Arya,says she is,Waif
Winterfell,says she will be,Stannis
Arya,says she would wish,Beric
Littlefinger,says that he actually saw,Lyanna
Mance,says that he is,Ygritte
Jon,says that he knows,Stannis
Lord Lord,says that he thinks,Robb
Tywin,says that he will inform,Joffrey
Ygritte,says that he would be,Jon Snow
Daenerys,says that his telling,Khal Drogo
Qhorin Halfhand,says that it was,Qhorin
Tyrion,says that leaves,House Tyrell
Cersei,says that she felt,Robert
Doran,says that she knows,Myrcella
Lord Lord,says that this is,Robb
Tyrion,says they should find,Oberyn
Catelyn,says they should keep,Lord Rickard
Daenerys,says to ask,Drogo
Mance,scale,Wall
Tormund,scale,Wall
Hound,scares,Sansa
Renly,scoffs,Stannis
Ser Alliser,scolds,Jon
Roose Bolton,scolds,Ramsay
Edd,scolds,Jon
Night,scouting group led,Qhorin Halfhand
Mirri Mirri,scream as she burns,Daenerys
Roose,screams,Robb
Podrick,search the surrounding,Arya
Catelyn,seated,Lord Roose Bolton
Balon Greyjoy,secede,Iron Islands
Renly,secure,Renly
High Sparrow,secure,Cersei
Jon,secures,Bran
Podrick,securing,Brynden
Braavos,securing funds to aid,Stannis
Long Farewell,seduce,Bronn
Melisandre,seduces,Stannis
Melisandre,seduces,Gendry
Melisandre,seduces,Jon
Bran,see,Maester Luwin
Hound,see,Frey
Red Keep,see,Tommen
Akho,see,Jorah
Cersei,see it happen,Myrcella
Robert,see the crypts and pay,Eddard
Eddard,seeing,Arya
Jorah,seeing,Daenerys
Northeners,seek,Jon
Daenerys,seeks,Doreah
Ellaria Sand,seeks,Oberyn
Cersei,seems,Sansa
Tyrion,seems,Tyrion
Tyrion,seems,Jorah
Tywin,seems surprised to see,Tyrion
Wall,seen,Jon
Jorah,seen riding,Meereen
Jeor,seen the missing,Benjen Stark
Eddard,sees,Arya
Godswood,sees,Summer
Stannis,sees,Robb
Arya,sees,Melisandre
Jon,sees,Orell
Stannis Baratheon,sees,Jon
Jaime,sees,Tyrion
Bran,sees,Army
Hand,sees a woman lying,Tywin
Joffrey,seethes,Tyrion
Dothraki,seize,Xaro
Catelyn,seize,Walder
Kingsguard,seize,Tyrion
Tormund,seizes,Lord
Brotherhood,selling,Gendry
Lysene,sellsail,Salladhor Saan
Grand Maester Pycelle,send,Casterly Rock
Ros,send,Tyrion
Night,send,Craster
Daenerys,send,Second Sons
Petyr,send,Sansa
Trystane Martell,send,Cersei
Qyburn,send,Petyr Baelish
Littlefinger,send,Capital
Cersei,send,Ser Meryn Trant
Stannis,send,Valyria
Olenna,send,House Tyrell
Lord Eddard,send Lannister men to find,Arya
Jorah,sending it reports,Daenerys
Cersei,sends,Jaime
Daenerys,sends,Doreah
Eddard,sends,Jory Cassel
Eddard,sends,Jory
Gregor Clegane,sends,Lord Beric Dondarrion
Eddard,sends,Jon Arryn
Ned,sends,Stannis Baratheon
Robb,sends,Alton Lannister
Renly,sends,Ser Rodrik Cassel
Robb Robb,sends,Theon Greyjoy
Alliser Thorne,sends,Castle Black
Ramsay Ramsay,sends,Reek
Margaery,sends,Olyvar
Faceless Man,sends,Lanna
Stannis,sends,Davos
Robb,sends him back to warn,Lord Tywin
Ellaria,sends them out to abduct,Myrcella
Tyrell,sensing an opportunity to sway,Joffrey
Lord Roose Bolton,sent,Luwin
Jorah,sent,Daario
Bolton,sent,Ramsay
Melisandre,sent to fetch,Jon
Sam,sent to retrieve,Jon
Harrenhal,serve,Ser Gregor Clegane
Night's Watch,serve,White Walkers
Kevan Lannister,serve,Hand
Tyrion Lannister,serve as acting,Hand
Robert,served,Kingsguard
Varys,served,Tywin Lannister
Podrick,served kidney pie made,Hot Pie
Eddard,serves,Varys
Margaery,serves,Joffrey
Unsullied,serving,Kraznys
Red Priestess,serving,Lord
Joffrey,set,Sansa Stark
Catelyn,set,Jaime
Free Folk,set,Wall
Mance Rayder,set them free and give,Westeros
Meereen,setting,Westeros
Jaime,settle for killing,Eddard
Lord Tywin,settling in to use,Harrenhal
Doran,shakes his head and returns,Water Gardens
Lady Olenna Tyrell,shaping up to be,Tyrion
Reek,shave,Ramsay
Cersei,shifts,Tyrion
Jaime,shocked and furious to find,Locke
Margaery,shocks,Joffrey
Kraznys,shouts for someone to kill,Daenerys
Robb,shouts that they were,Karstark
Petyr,show,Sansa
Meereen,show,Meereenese
Cersei,showed,Tyrion
Arya,showing,Jaqen H'ghar
Jon Snow,shows,Ser Alliser Thorne
Nakloz,shows,Unsullied
Robb,shows,Talisa
Sam,shows,Dragonglass
Tyrion,shows,Tywin
Stannis,shows,Jon
Snow,shows,Ser Alliser Thorne
Lanna,shows,Jaqen H'ghar
Jorah,shows,Daenerys
Jon,side,Stannis
Ser Jorah,signed by King,Robert Baratheon
Lord Howland Reed,signified,Eddard
Tyrion,silences,Kingsguard
Brienne,silences,Jaime
Lannisters,since,Eddard Stark
Sansa,since neither,Petyr
Jaime,since the,King
Jorah,since the,Seven Kingdoms
Stark,since the,Northeners
Tywin,since the,Bank
Sansa,since the,Starks
Castle Black,since the,Karstarks
Brienne,sing,Bear
Littlefinger,sits,Sansa
Varys,sitting,Tyrion
Catelyn,slaps,Roose
Sansa,slaps,Robin
Harpy,slaughtering collaborating,Masters
Tyrion,slave,Yezzan zo Qaggaz
Sam,slays,White Walker
Selyse,slept,Stannis
Kraznys,slicing,Daenerys
Stannis,slip,Winterfell
Varys,slyly,Lancel Lannister
Jorah,smacks,Tyrion
Daario,smashes,Aggo
Ellaria,snaps that it is,Doran
Daenerys,snarl,Razdal
Harpy,sneaking,Daario
Shae,sneaks,Tyrion Lannister
Shireen,sneaks,Dragonstone
Aemon,softens upon learning,Gilly
Westeros,sold to the fighting,Meereen
Tyene Sand,spar,Obara
Joffrey,spare,Eddard
White Walkers,spare,Craster
Daenerys,spare,Razdal
Tywin,spare,Tyrion
Ellaria,spare,Trystane
Lyanna,sparking,Robert
Daario,spars,Hizdahr
Lord Lord,speak,Lord Commander Barristan Selmy
Grey Worm,speak,Common Tongue
Tormund,speaking,Ser Alliser Thorne
Robb Stark,speaks,Lady Catelyn
Daenerys,speaks,Kraznys
Daenerys,speaks,Missandei
Stannis Baratheon,speaks,Melisandre
Jaime,speaks,Brienne
Tyrion,speaks,Sansa
Daenerys,speaks,Missandei
Jaime,speaks,Tyrion
Selyse,speaks,Melisandre
Queen Queen,speaks,Melisandre
Dany,speaks,Ser Barristan
Thorne,speaks,Ser Davos
Jaime,speculates that King,Aerys
Euron,spent years gallivanting,Yara
Jon,spits,Styr
Eddard,splinter,Seven Kingdoms
Cersei,spots,Shae
Bran,spots,Jon
Wall,spots,Styr
Podrick,spots,Sansa Stark
Cersei,spots him and warns,Jaime
Benjen,spotted returning,Jon
Quick,spreads,Craster
Cryptically,spurred,Doran
Jorah,spy,Robert
Euron,stab,Euron
Osha,stab,Ramsay
Oberyn,stabbing,Gregor
Mormont,stabs,Lord Commander
Thorne,stabs,Lord Commander
Tyene,stabs,Areo Hotah
Ellaria,stabs,Doran
Qyburn,stand,Ser Gregor Clegane
Myrcella,stand,Trystane
Kevan,stand,Tyrell
Tyrion,stand on to cloak,Sansa
Arya,standing,Syrio
Sandor Clegane,standing,Ser Ilyn Payne
Vaes Dothrak,stands,Viserys
Tyrion,stands,Tywin
Oberyn,stands,Jaime
Mance,stands,Stannis
Night's Watch,stands,Thorne
Qyburn,stands a chance at saving,Gregor
Hound,stares,Arya
Cersei,stares,Oberyn
Ygritte,stares,Styr
Brienne,stares,Winterfell
Karl,staring,Craster
Iron Bank,start supporting,Robb Stark
Ser Gregor Clegane,started raiding,Riverlands
Lancel,started sharing,Cersei
Braavos,starting to call,Westeros
Sansa,startles,Myranda
Melisandre,starts,Winterfell
Mycah,starts to gleefully cut,Mycah
Jaime,starts to grow,Ned
Shae,starts to question,Tyrion
Shae,starts undressing,Tyrion
Meera,starts yelling,Bran
Winterfell,starving,Stannis
Olenna,states,Tyrion
Varys,states,Westeros
Jaime,states,Arya
Ellaria,states,Doran
Leaf,states,Bran
Daenerys,states that the honor goes,Ser Jorah
Joffrey,stating,Renly
Myrcella,stating her intent to marry,Trystane
Melisandre,stating she saw,Jon
Ramsay Bolton,stating that he has,Rickon Stark
Ramsay Snow,stating that the ironborn torched,Winterfell
Edd,stating that the wildlings killed,Grenn
Myrcella,stay,Dorne
Baelish,stay,Sansa
Melisandre,stay,Castle Black
Margaery,stay strong because he is,House Tyrell
Yara,stayed,Winterfell
Fennesz,stayed,Master Mighdal
Jorah Mormont,stealing,Dany
Robb,stealing,Northern
Littlefinger,stealing to obtain,Tyrion
Ygritte,steals,Longclaw
Theon,stirs,Luwin
Tyrion,stole,Tywin
Jorah,stole the dragons is,Daenerys
Arya Stark,stolen,Arya Stark
Barristan,stood,Ser Hugh
Varys,stop,Daenerys
Tywin,stop,Cersei
Sansa,stop,Joffrey
Rickard,stop,Robb
Arya,stop,Sandor
Ramsay,stop,Jon
Hoster,stop calling,Blackfish
Tormund Giantsbane,stop him from alerting,Night's Watch
Locke,stop them from leaving,Jaime
Tyrion Lannister,stops,Winterfell
Lady Margaery Tyrell,stops,Flea Bottom
Jon Sn,stops,Jon
Khal Khal,stops the complaints by killing,Mago
Craster,stored there and raping,Craster
Faith Militant,storm,King
Jaime,strangles,Torrhen
Walder,strike,Freys
Ygritte,strikes,Wall
Jon,strikes,White Walker
Lord Tywin,striking,Jaime
Joffrey,stripping the groom before carrying,Tyrion
Eddard,strips,Gregor Clegane
Daenerys,strokes,Drogon
Arya Arya,struggles with insomnia and takes,Yoren
Oldtown,study and replace,Aemon
Robert,stumbled,Cersei
Joffrey,stunted inbred creatures who were,Daenerys
Tywin,submit to a forced,Ser Loras Tyrell
Jon,succeed,Mormont
Mormont,succeeds in crushing,Rast
Robb Stark,suggesting,House Lannister
Tyrion,suggesting,Joffrey
Shae,suggests,Baelish
Sam,suggests,Gilly
Styr,suggests,Tormund
Reek,suggests,Jon Snow
Joffrey,suggests,Tyrion
Ramsay,suggests,Reek
Qyburn,suggests,Cersei
Stannis,suggests appointing,Alliser Thorne
Illyrio,suggests assassinating,Eddard
Cersei,suggests coming,Tywin
Moro,suggests giving,Wise Masters
Baelish,suggests letting,Boltons
Robb,suggests she accompany,Crag
Ramsay,suggests storming,Castle Black
Luwin,suggests that Theon join,Night's Watch
Eddard,suggests that he keep,Jon Arryn
Talisa,suggests that he lead,North
Arya,suggests that they attack,Hound
Eddard,suggests they should just kill,Varys
Davos,suggests waiting,Jon
Tyrion,summon,Varys
Lysa,summons,Tyrion
Arryn,support,Robb Stark
